step,epoch,time_s,loss,lr,grad_norm,vram_gb,peak_vram_gb,sec_per_step
4620,5,35594,0.029672,5.77e-05,0.0282,3.97,7.80,7.7
4630,6,35672,0.031321,5.75e-05,0.0339,3.97,7.80,7.7
4640,6,35747,0.031662,5.73e-05,0.0681,3.97,7.80,7.7
4650,6,35822,0.037839,5.72e-05,0.0648,3.97,7.80,7.7
4660,6,35897,0.033049,5.70e-05,0.0301,3.97,7.80,7.7
4670,6,35971,0.037694,5.69e-05,0.0605,3.97,7.80,7.7
4680,6,36046,0.039914,5.67e-05,0.0458,3.97,7.80,7.7
4690,6,36121,0.041026,5.66e-05,0.0332,3.97,7.80,7.7
4700,6,36196,0.043126,5.64e-05,0.0514,3.97,7.80,7.7
4710,6,36271,0.033206,5.62e-05,0.0284,3.97,7.80,7.7
4720,6,36346,0.032271,5.61e-05,0.0324,3.97,7.80,7.7
4730,6,36421,0.040133,5.59e-05,0.0477,3.97,7.80,7.7
4740,6,36496,0.032993,5.58e-05,0.0269,3.97,7.80,7.7
4750,6,36571,0.048622,5.56e-05,0.0437,3.97,7.80,7.7
4760,6,36646,0.040998,5.54e-05,0.0508,3.97,7.80,7.7
4770,6,36721,0.032414,5.53e-05,0.0331,3.97,7.80,7.7
4780,6,36795,0.031168,5.51e-05,0.0352,3.97,7.80,7.7
4790,6,36870,0.053537,5.50e-05,0.0851,3.97,7.80,7.7
4800,6,36945,0.051290,5.48e-05,0.0417,3.97,7.80,7.7
4810,6,37020,0.028549,5.46e-05,0.0371,3.97,7.80,7.7
4820,6,37095,0.041772,5.45e-05,0.0594,3.97,7.80,7.7
4830,6,37170,0.042164,5.43e-05,0.0353,3.97,7.80,7.7
4840,6,37245,0.047234,5.42e-05,0.0389,3.97,7.80,7.7
4850,6,37320,0.053958,5.40e-05,0.0430,3.97,7.80,7.7
4860,6,37395,0.065105,5.38e-05,0.0676,3.97,7.80,7.7
4870,6,37470,0.035033,5.37e-05,0.0568,3.97,7.80,7.7
4880,6,37545,0.037943,5.35e-05,0.0427,3.97,7.80,7.7
4890,6,37620,0.055992,5.34e-05,0.0439,3.97,7.80,7.7
4900,6,37694,0.030077,5.32e-05,0.0295,3.97,7.80,7.7
4910,6,37769,0.039855,5.30e-05,0.0310,3.98,7.80,7.7
4920,6,37844,0.040257,5.29e-05,0.0257,3.97,7.80,7.7
4930,6,37919,0.031413,5.27e-05,0.0279,3.97,7.80,7.7
4940,6,37994,0.036152,5.26e-05,0.0457,3.97,7.80,7.7
4950,6,38069,0.040037,5.24e-05,0.0430,3.97,7.80,7.7
4960,6,38144,0.037172,5.22e-05,0.0270,3.97,7.80,7.7
4970,6,38219,0.033033,5.21e-05,0.0373,3.97,7.80,7.7
4980,6,38294,0.035698,5.19e-05,0.0320,3.97,7.80,7.7
4990,6,38369,0.038344,5.18e-05,0.0425,3.97,7.80,7.7
5000,6,38444,0.035158,5.16e-05,0.0301,3.97,7.80,7.7
