step,epoch,time_s,loss,lr,grad_norm,vram_gb,peak_vram_gb,sec_per_step
3760,5,31247,0.029031,7.08e-05,0.0303,4.25,7.80,8.3
3770,5,31323,0.027544,7.07e-05,0.0251,4.25,7.80,8.3
3780,5,31398,0.038846,7.05e-05,0.0369,4.25,7.80,8.3
3790,5,31473,0.040095,7.04e-05,0.0354,4.25,7.80,8.3
3800,5,31549,0.045433,7.02e-05,0.0565,4.25,7.80,8.3
3810,5,31624,0.033821,7.01e-05,0.0351,4.25,7.80,8.3
3820,5,31699,0.033875,6.99e-05,0.0335,4.25,7.80,8.3
3830,5,31774,0.030023,6.98e-05,0.0381,4.25,7.80,8.3
3840,5,31850,0.031759,6.97e-05,0.0289,4.25,7.80,8.3
3850,5,31925,0.039040,6.95e-05,0.0443,4.25,7.80,8.3
3860,5,32000,0.032154,6.94e-05,0.0290,4.25,7.80,8.3
3870,5,32076,0.034707,6.92e-05,0.0338,4.25,7.80,8.3
3880,5,32151,0.044865,6.91e-05,0.0398,4.25,7.80,8.3
3890,5,32226,0.043675,6.89e-05,0.0494,4.25,7.80,8.3
3900,5,32302,0.045350,6.88e-05,0.0397,4.25,7.80,8.3
3910,5,32377,0.041072,6.86e-05,0.0422,4.25,7.80,8.3
3920,5,32452,0.037740,6.85e-05,0.0367,4.25,7.80,8.3
3930,5,32527,0.028220,6.83e-05,0.0294,4.25,7.80,8.3
3940,5,32603,0.062023,6.82e-05,0.1108,4.25,7.80,8.3
3950,5,32678,0.054243,6.80e-05,0.0558,4.25,7.80,8.3
3960,5,32754,0.043191,6.79e-05,0.0616,4.25,7.80,8.3
3970,5,32829,0.038233,6.77e-05,0.0394,4.25,7.80,8.3
3980,5,32904,0.045511,6.76e-05,0.0678,4.25,7.80,8.3
3990,5,32979,0.045245,6.74e-05,0.0586,4.25,7.80,8.3
4000,5,33055,0.035611,6.73e-05,0.0385,4.25,7.80,8.3
4010,5,33131,0.039440,6.71e-05,0.0645,4.25,7.80,8.3
4020,5,33206,0.051297,6.70e-05,0.0901,4.25,7.80,8.2
4030,5,33281,0.046731,6.68e-05,0.0857,4.25,7.80,8.2
4040,5,33356,0.049316,6.67e-05,0.0949,4.25,7.80,8.2
4050,5,33432,0.026953,6.65e-05,0.0220,4.25,7.80,8.2
4060,5,33507,0.044087,6.64e-05,0.0304,4.25,7.80,8.2
4070,5,33582,0.044583,6.62e-05,0.0537,4.25,7.80,8.2
4080,5,33657,0.052724,6.61e-05,0.0624,4.25,7.80,8.2
4090,5,33733,0.044417,6.59e-05,0.0508,4.25,7.80,8.2
4100,5,33808,0.038530,6.58e-05,0.0422,4.25,7.80,8.2
4110,5,33883,0.036632,6.56e-05,0.0437,4.25,7.80,8.2
4120,5,33959,0.059562,6.55e-05,0.0444,4.25,7.80,8.2
4130,5,34034,0.032924,6.53e-05,0.0325,4.25,7.80,8.2
4140,5,34110,0.036288,6.51e-05,0.0507,4.25,7.80,8.2
4150,5,34189,0.045976,6.50e-05,0.0615,4.25,7.80,8.2
4160,5,34267,0.044507,6.48e-05,0.0434,4.25,7.80,8.2
4170,5,34342,0.034576,6.47e-05,0.0493,4.25,7.80,8.2
4180,5,34418,0.033140,6.45e-05,0.0495,4.25,7.80,8.2
4190,5,34493,0.043464,6.44e-05,0.1601,4.25,7.80,8.2
4200,5,34569,0.028556,6.42e-05,0.0255,4.25,7.80,8.2
4210,5,34644,0.041523,6.41e-05,0.0543,4.25,7.80,8.2
4220,5,34722,0.035972,6.39e-05,0.0465,4.25,7.80,8.2
4230,5,34821,0.052638,6.38e-05,0.0437,4.25,7.80,8.2
4240,5,34944,0.044065,6.36e-05,0.1972,4.25,7.80,8.2
4250,5,35063,0.064060,6.35e-05,0.2184,4.25,7.80,8.2
4260,5,35149,0.035804,6.33e-05,0.0887,4.25,7.80,8.2
4270,5,35239,0.055245,6.31e-05,0.1322,4.25,7.80,8.2
4280,5,35336,0.030878,6.30e-05,0.0403,4.25,7.80,8.2
4290,5,35424,0.048387,6.28e-05,0.0623,4.25,7.80,8.2
4300,5,35507,0.045245,6.27e-05,0.0676,4.25,7.80,8.2
4310,5,35586,0.039090,6.25e-05,0.0548,4.25,7.80,8.2
4320,5,35674,0.032000,6.24e-05,0.0473,4.25,7.80,8.2
4330,5,35813,0.034843,6.22e-05,0.0436,4.25,7.80,8.3
4340,5,35993,0.054889,6.21e-05,0.0730,4.25,7.80,8.3
4350,5,36096,0.053719,6.19e-05,0.0491,4.25,7.80,8.3
4360,5,36250,0.042617,6.18e-05,0.0500,4.25,7.80,8.3
4370,5,36405,0.032113,6.16e-05,0.0290,4.25,7.80,8.3
4380,5,36545,0.036118,6.14e-05,0.0312,4.25,7.80,8.3
4390,5,36694,0.055981,6.13e-05,0.0797,4.25,7.80,8.3
4400,5,36846,0.032603,6.11e-05,0.0352,4.25,7.80,8.4
4410,5,36999,0.042327,6.10e-05,0.0449,4.25,7.80,8.4
4420,5,37151,0.044890,6.08e-05,0.0902,4.25,7.80,8.4
4430,5,37303,0.040956,6.07e-05,0.0329,4.25,7.80,8.4
4440,5,37454,0.041947,6.05e-05,0.0551,4.25,7.80,8.4
4450,5,37604,0.032989,6.03e-05,0.0383,4.25,7.80,8.4
4460,5,37694,0.060800,6.02e-05,0.0610,4.25,7.80,8.4
4470,5,37770,0.036100,6.00e-05,0.0594,4.25,7.80,8.4
4480,5,37845,0.040316,5.99e-05,0.0958,4.25,7.80,8.4
4490,5,37921,0.042060,5.97e-05,0.0535,4.25,7.80,8.4
4500,5,38003,0.029902,5.96e-05,0.0280,4.25,7.80,8.4
4510,5,38085,0.030689,5.94e-05,0.0249,4.25,7.80,8.4
4520,5,38161,0.060697,5.92e-05,0.1532,4.25,7.80,8.4
4530,5,38236,0.053050,5.91e-05,0.0622,4.25,7.80,8.4
4540,5,38311,0.043323,5.89e-05,0.0352,4.25,7.80,8.4
4550,5,38387,0.045035,5.88e-05,0.0876,4.25,7.80,8.4
4560,5,38462,0.029599,5.86e-05,0.0279,4.25,7.80,8.4
4570,5,38537,0.043526,5.85e-05,0.0867,4.25,7.80,8.4
4580,5,38612,0.037520,5.83e-05,0.0485,4.25,7.80,8.4
4590,5,38688,0.043612,5.81e-05,0.0397,4.25,7.80,8.4
4600,5,38763,0.037805,5.80e-05,0.0628,4.25,7.80,8.4
4610,5,38838,0.041240,5.78e-05,0.0561,4.25,7.80,8.4
4620,5,38914,0.039155,5.77e-05,0.0393,4.25,7.80,8.4
4630,6,38992,0.041933,5.75e-05,0.0628,4.25,7.80,8.4
4640,6,39067,0.041663,5.73e-05,0.0618,4.25,7.80,8.4
4650,6,39142,0.038388,5.72e-05,0.0614,4.25,7.80,8.4
4660,6,39217,0.042861,5.70e-05,0.0373,4.25,7.80,8.4
4670,6,39293,0.052239,5.69e-05,0.0646,4.25,7.80,8.4
4680,6,39368,0.041354,5.67e-05,0.0427,4.25,7.80,8.4
4690,6,39443,0.039906,5.66e-05,0.0348,4.25,7.80,8.4
4700,6,39518,0.050117,5.64e-05,0.0796,4.25,7.80,8.4
4710,6,39593,0.038055,5.62e-05,0.0618,4.25,7.80,8.4
4720,6,39668,0.034990,5.61e-05,0.0396,4.25,7.80,8.4
4730,6,39744,0.059837,5.59e-05,0.0891,4.25,7.80,8.4
4740,6,39819,0.038748,5.58e-05,0.0406,4.25,7.80,8.4
4750,6,39894,0.045553,5.56e-05,0.0516,4.25,7.80,8.4
4760,6,39969,0.043201,5.54e-05,0.0995,4.25,7.80,8.4
4770,6,40044,0.038002,5.53e-05,0.0543,4.25,7.80,8.4
4780,6,40119,0.034667,5.51e-05,0.0330,4.25,7.80,8.4
4790,6,40194,0.050598,5.50e-05,0.0788,4.25,7.80,8.4
4800,6,40270,0.033379,5.48e-05,0.0402,4.25,7.80,8.4
4810,6,40345,0.034528,5.46e-05,0.0498,4.25,7.80,8.4
4820,6,40420,0.038263,5.45e-05,0.0607,4.25,7.80,8.4
4830,6,40495,0.030685,5.43e-05,0.0344,4.25,7.80,8.4
4840,6,40570,0.046264,5.42e-05,0.0640,4.25,7.80,8.4
4850,6,40645,0.053423,5.40e-05,0.0507,4.25,7.80,8.4
4860,6,40721,0.044904,5.38e-05,0.0724,4.25,7.80,8.4
4870,6,40796,0.049063,5.37e-05,0.0567,4.25,7.80,8.4
4880,6,40871,0.076204,5.35e-05,0.0802,4.25,7.80,8.4
4890,6,40946,0.032994,5.34e-05,0.0445,4.25,7.80,8.4
4900,6,41021,0.033711,5.32e-05,0.0329,4.25,7.80,8.4
4910,6,41096,0.037366,5.30e-05,0.0451,4.25,7.80,8.4
4920,6,41172,0.034822,5.29e-05,0.0289,4.25,7.80,8.4
4930,6,41247,0.039878,5.27e-05,0.0431,4.25,7.80,8.4
4940,6,41322,0.050120,5.26e-05,0.0709,4.25,7.80,8.4
4950,6,41397,0.038434,5.24e-05,0.0503,4.25,7.80,8.4
4960,6,41472,0.036633,5.22e-05,0.0306,4.25,7.80,8.4
4970,6,41547,0.043729,5.21e-05,0.0419,4.25,7.80,8.4
4980,6,41622,0.036639,5.19e-05,0.0263,4.25,7.80,8.3
4990,6,41698,0.047515,5.18e-05,0.0967,4.25,7.80,8.3
5000,6,41773,0.039208,5.16e-05,0.0447,4.25,7.80,8.3
